Date,Temperature,Dissolved Oxygen,Rainfall,TDS,Chlorine Added,Turbidity,Algae Concentration,Nitrate,Phosphorus,Microbial Counts,BOD,Heavy Metals Index,pH,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Potability,Algae Increase
2020-02-24,27.54983033621398,10.06490442689428,3.007787542818714,401.9424264233889,1.0,3.4090035028468377,59.07237819374888,0.9682945177647122,0.1610486446107703,32,10.735136116792914,0.5569158723127233,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-25,25.518715489440584,8.862805221720828,6.061856331311866,582.7249500285203,3.0,3.4621667910141993,61.82258635711409,4.84299938817763,0.5341511757128469,29,15.822398942037712,0.8546782772134063,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-26,28.210637582896062,6.382746822264542,4.815553350833434,276.6750147851607,3.0,8.888679919117422,65.30487346254147,3.696459874241959,0.2376053729248817,27,5.210692758436445,0.7432235792411952,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-27,29.893172127566743,7.272358387700727,7.035075203533928,60.97304718122294,3.0,9.557724907328947,63.661706728868886,5.019751058686087,0.4607992566605217,23,2.949844764198566,0.34080770713436526,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-28,24.502498481823956,8.25790246380907,7.579455422125977,625.0355550194644,5.0,11.269381887840844,73.65136163647308,5.319899782746735,0.5597191683571456,31,3.6472491332192982,0.9370374159174552,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-02-29,25.942558102317065,6.150180886242523,4.843011611623811,548.5046212800273,3.0,5.461463235512236,67.09781691208326,-1.3313160637246986,0.10026658080473054,27,5.507165048749731,0.11146560306153819,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-01,30.05842687963735,12.035029802480489,9.097096919423056,189.05794642320026,5.0,10.90064632055607,75.18168707079346,4.237686059465661,0.1587730773009659,27,6.856010730015382,0.1619564229760524,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-02,30.70921886910759,8.565438618876307,7.950968830779113,403.7428982861367,3.0,0.9957910777701111,69.97368211857899,4.433289165215506,0.04005017307529528,37,5.017632312386842,0.03230073741745554,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-03,29.119970110440548,10.06481685096068,3.983240898013311,96.26435017811403,5.0,-4.4307218965119635,75.10338484137898,2.1201186815927944,0.5409010771387225,25,6.018444346482945,0.489458718509878,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-04,25.3778930822343,7.5846578047301465,5.7813113412489585,321.3835572928977,1.0,5.976786321487759,59.395011072378736,0.5747185735329037,-0.00970784462705175,26,4.017614443232064,0.903728682777858,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-05,30.026483689682664,6.044755396500168,0.0,326.74296492843786,5.0,7.646717037297411,71.53788523238674,4.563799482717514,0.7149252091471653,26,10.884260018731892,0.013284110929334458,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-06,25.548418176782988,9.958964061188427,7.255392953071624,307.3090326920678,3.0,11.525310902770505,66.30023819795774,6.224195226109446,-0.08044773952265703,35,3.3351146295219394,0.5459105021149037,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-07,33.98774858363187,11.193825598203704,3.4618086709181757,214.89435041386594,5.0,9.474321214539039,73.11418121137683,4.642540323510343,0.47524770083944756,30,8.0996111468783,0.6158550007102992,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-08,25.84504212093035,11.154461766957935,6.168649144590875,397.3053329292619,1.0,11.181377312929758,59.994363231853896,2.858131905126881,0.09355986007097268,29,11.334527276295287,0.7348899026315626,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-09,32.65109082603618,8.397028000630426,3.0307745010198968,312.3966795643278,3.0,9.412965700979296,63.34055558884977,2.7022666679570815,0.20205982753409696,35,2.5184323953569105,0.4829986143651742,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-10,31.604091254641535,7.590112362823369,3.37011516722024,267.5417251497496,3.0,3.986332355406218,64.59039455756863,4.9543554447041505,0.6597230258480444,26,5.37255188563888,0.6097154377944091,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-11,26.789333733632034,7.664253869025291,6.873839109159803,621.1713438778871,5.0,8.660498779480056,70.37862337287363,4.475362549921881,0.5126596638038224,27,7.393550492861189,0.5384978192539154,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-12,26.87501126030871,5.749410013447241,3.030147750823943,174.33206457040836,3.0,8.885422089936815,67.41247368497343,5.535023180766661,0.3337828165568161,35,7.010475222483032,0.167716611085032,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-13,32.131109311816786,8.473658073505163,5.276363847605285,424.66769033794407,1.0,6.632513096056736,59.56331870636485,-0.7281690261092111,0.1649832439895597,21,3.2118043711791344,0.43938840172396143,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-14,31.130702498294045,7.231239089139807,5.919466458339158,133.63728496308488,3.0,5.645652631178612,60.68498193946026,6.779786003981762,0.4334381829372627,27,10.354730491760062,0.20564043827530987,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-15,35.70773933124846,6.995632275048859,9.47595733511205,553.437973604228,3.0,9.408699202436036,62.81966150195808,4.196048926078464,0.5458936633475568,29,5.346733722051215,0.015282954295138484,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-16,27.673174077166475,8.969590015712987,5.820359112674456,193.8056331769773,5.0,12.412587683199359,73.60603821282965,4.474923186413838,0.35440688144000543,21,6.095813535360381,0.2574005283623414,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
2020-03-17,31.00812698332772,8.980803533261236,5.065056129040128,187.96017814687497,3.0,5.400366442722804,62.60025741700541,4.2808911136691385,0.23964836356332167,26,14.166896535636583,0.8734264506875488,7.5000607468923075,7.036752103833548,196.96762686363076,20927.833606520187,7.130298973883081,333.073545745888,421.8849682800544,14.218337937208588,66.62248509808484,0.0,0.0
